,Global_active_power,Global_reactive_power,Voltage,Global_intensity,date,month,year,hour,minute,total_metering
1016451,0.438,0.438,241.71,2.0,21,11,2008,14,15,1.0
1788137,1.62,1.62,243.85,6.6,5,11,2010,11,41,19.0
1611714,0.362,0.362,248.555,1.6,1,8,2010,23,18,1.0
1915328,0.162,0.162,242.75,0.6,8,7,2010,19,32,1.0
1235784,0.386,0.386,240.59,1.6,22,4,2009,21,48,1.0
1270348,1.872,1.872,236.73,7.8,16,5,2009,21,52,1.0
934705,1.93,1.93,237.09,8.0,25,9,2008,19,49,18.0
946994,0.544,0.544,247.52,2.2,10,4,2008,8,38,0.0
1355216,0.176,0.176,244.42,1.0,14,7,2009,20,20,0.0
1898719,0.232,0.232,241.92,1.0,27,7,2010,6,43,0.0
1942219,0.186,0.186,241.19,0.8,26,8,2010,11,43,0.0
513399,0.236,0.236,242.45,1.0,12,8,2007,6,3,0.0
1894711,0.346,0.346,241.37,1.6,24,7,2010,11,55,1.0
770379,0.244,0.244,234.43,1.0,6,3,2008,17,3,1.0
2057171,0.228,0.228,243.23,1.0,14,11,2010,7,35,0.0
350785,2.658,2.658,236.74,11.2,17,8,2007,7,49,17.0
1168266,0.438,0.438,244.89,2.0,3,7,2009,0,30,0.0
1157413,1.434,1.434,239.13,6.0,27,2,2009,11,37,18.0
1874994,0.882,0.882,239.79,4.6,7,10,2010,19,18,2.0
1289737,2.16,2.16,237.94,9.0,30,5,2009,9,1,29.0
1536189,1.512,1.512,244.22,6.2,17,11,2009,12,33,20.0
1276514,0.466,0.466,242.94,2.2,21,5,2009,4,38,2.0
1349094,0.182,0.182,243.72,0.8,7,10,2009,14,18,1.0
1092690,1.45,1.45,244.91,5.8,13,1,2009,12,54,18.0
1753432,1.51,1.51,238.08,6.4,17,4,2010,9,16,20.0
1665184,0.348,0.348,245.53,1.4,15,2,2010,2,28,1.0
28435,0.296,0.296,240.01,1.4,1,5,2007,11,19,0.0
1037662,1.912,1.912,240.53,7.8,12,6,2008,7,46,18.0
1589587,1.444,1.444,248.5,5.8,24,12,2009,14,31,19.0
1345171,2.162,2.162,243.25,9.2,7,7,2009,20,55,27.0
2056252,2.56,2.56,239.2,10.6,13,11,2010,16,16,17.0
25733,1.43,1.43,244.22,5.8,1,3,2007,14,17,18.0
2031259,2.556,2.556,242.1,10.6,27,10,2010,7,43,31.0
1903250,0.326,0.326,240.42,1.6,30,7,2010,10,14,0.0
782251,0.488,0.488,243.0,2.2,6,11,2008,22,55,0.0
939097,3.347,3.347,233.34,13.9,28,9,2008,21,1,45.0
1056823,0.38,0.38,243.54,1.6,19,12,2008,15,7,0.0
90014,0.604,0.604,240.44,2.4,17,2,2007,5,38,0.0
545573,3.347,3.347,241.7,13.9,30,12,2007,14,17,45.0
828050,0.428,0.428,239.26,1.8,13,7,2008,18,14,1.0
875143,0.08,0.08,240.79,0.2,15,8,2008,11,7,0.0
1889075,0.254,0.254,240.24,1.2,20,7,2010,13,59,0.0
1099660,0.756,0.756,241.72,3.2,18,1,2009,9,4,1.0
1049190,0.51,0.51,242.57,2.2,14,12,2008,7,54,0.0
1688554,1.588,1.588,239.17,6.6,3,3,2010,7,58,18.0
1243384,0.378,0.378,243.39,1.6,28,4,2009,4,28,0.0
1508110,0.468,0.468,240.53,2.0,29,10,2009,0,34,0.0
1756102,0.414,0.414,240.07,1.8,19,4,2010,5,46,1.0
1144863,0.314,0.314,242.83,1.2,18,2,2009,18,27,0.0
1554554,0.584,0.584,246.93,2.4,30,11,2009,6,38,0.0
1373187,0.328,0.328,243.13,1.6,27,7,2009,7,51,1.0
36493,0.286,0.286,242.82,1.2,1,11,2007,1,37,0.0
1760958,1.52,1.52,241.94,6.2,22,4,2010,14,42,19.0
1920964,0.198,0.198,241.69,0.8,8,11,2010,17,28,2.0
673938,0.724,0.724,238.89,3.0,28,3,2008,17,42,0.0
201443,1.936,1.936,234.55,8.6,5,5,2007,14,47,28.0
1108750,0.424,0.424,243.78,1.8,24,1,2009,16,34,0.0
856301,1.35,1.35,237.47,5.6,8,2,2008,9,5,20.0
540240,0.442,0.442,240.06,1.8,26,12,2007,21,24,0.0
315754,0.21,0.21,238.43,1.0,23,7,2007,23,58,0.0
593693,0.304,0.304,244.51,1.2,2,2,2008,0,17,1.0
473598,0.762,0.762,240.65,3.2,11,10,2007,14,42,0.0
1541243,0.224,0.224,241.35,0.8,21,11,2009,0,47,0.0
1514740,0.524,0.524,244.14,2.4,11,2,2009,15,4,3.0
270271,0.196,0.196,238.7,0.8,22,6,2007,9,55,0.0
326500,0.152,0.152,233.23499999999996,1.0,31,7,2007,11,4,0.0
35485,2.752,2.752,238.1,11.6,1,10,2007,8,49,18.0
917084,0.492,0.492,240.9,2.4,13,9,2008,14,8,2.0
1942866,0.186,0.186,242.12,0.8,26,8,2010,22,30,1.0
863983,0.226,0.226,239.93,1.2,8,7,2008,17,7,2.0
143405,2.302,2.302,240.14,9.6,26,3,2007,7,29,18.0
790305,0.376,0.376,240.16,1.6,17,6,2008,13,9,1.0
1834912,2.328,2.328,238.89,9.8,6,12,2010,23,16,20.0
2019376,0.332,0.332,241.4,1.4,19,10,2010,1,40,1.0
1752137,0.318,0.318,241.74,1.2,16,4,2010,11,41,0.0
472760,0.256,0.256,240.67,1.2,11,10,2007,0,44,0.0
186754,1.444,1.444,233.23499999999996,6.2,25,4,2007,9,58,18.0
1218400,1.634,1.634,242.55,7.0,4,10,2009,20,4,15.0
1300198,2.71,2.71,241.46,11.2,6,6,2009,15,22,40.0
997613,0.394,0.394,237.87,1.8,11,8,2008,12,17,0.0
816648,0.494,0.494,240.57,2.2,7,5,2008,20,12,5.0
1337406,0.768,0.768,242.31,3.6,7,2,2009,11,30,10.0
479628,1.554,1.554,237.14,6.4,14,11,2007,19,12,0.0
1275142,0.328,0.328,241.85,1.4,20,5,2009,5,46,3.0
1202193,1.358,1.358,243.07,5.6,30,3,2009,13,57,19.0
701445,1.758,1.758,239.67,8.0,16,4,2008,20,9,26.0
937696,3.162,3.162,238.21,13.4,27,9,2008,21,40,18.0
533217,0.296,0.296,246.42,1.2,22,12,2007,0,21,0.0
419135,0.564,0.564,238.15,2.6,10,3,2007,18,59,1.0
6264,1.48,1.48,244.51,6.0,21,12,2006,1,48,19.0
1082398,2.984,2.984,241.53,12.6,1,6,2009,9,22,18.0
367427,0.234,0.234,238.3,1.2,28,8,2007,21,11,0.0
437954,2.398,2.398,238.38,10.0,16,10,2007,20,38,0.0
1701649,1.322,1.322,242.11,5.4,3,12,2010,10,13,19.0
1555088,1.618,1.618,248.555,6.6,30,11,2009,15,32,22.0
607492,0.4,0.4,241.9,1.8,2,11,2008,14,16,1.0
788429,0.304,0.304,240.77,1.6,16,6,2008,5,53,2.0
1699985,0.386,0.386,243.09,1.6,3,11,2010,6,29,1.0
905257,1.308,1.308,239.67,5.4,9,5,2008,9,1,18.0
1003486,2.692,2.692,240.86,11.2,11,12,2008,14,10,35.0
1458864,2.556,2.556,238.05,10.6,24,9,2009,19,48,18.0
281687,1.248,1.248,237.23,5.2,30,6,2007,8,11,19.0
1655583,2.304,2.304,240.91,9.4,2,8,2010,10,27,19.0
1357158,0.332,0.332,241.67,1.6,16,7,2009,4,42,3.0
1433854,1.22,1.22,242.55,5.0,9,7,2009,10,58,19.0
261009,0.298,0.298,245.69,1.6,15,6,2007,23,33,1.0
1548113,1.646,1.646,241.53,6.8,25,11,2009,19,17,1.0
1724023,1.34,1.34,241.72,5.4,27,3,2010,23,7,2.0
190714,0.608,0.608,240.7980573828573,2.6,28,4,2007,3,58,1.0
1884791,0.256,0.256,242.86,1.2,17,7,2010,14,35,1.0
1529677,0.354,0.354,244.0,1.6,13,11,2009,0,1,1.0
1124330,1.41,1.41,245.85,5.6,2,4,2009,12,14,18.0
1299450,0.194,0.194,241.25,0.8,6,6,2009,2,54,1.0
466170,1.506,1.506,235.28,6.4,11,5,2007,10,54,18.0
617724,0.384,0.384,246.96,1.8,18,2,2008,16,48,2.0
633053,0.21,0.21,238.76,0.8,29,2,2008,8,17,0.0
373467,0.33,0.33,242.81,1.8,9,2,2007,1,51,1.0
1862124,0.426,0.426,240.81,1.8,7,1,2010,20,48,1.0
424380,1.43,1.43,237.93,6.0,10,7,2007,10,24,18.0
2004172,1.35,1.35,242.42,5.6,10,8,2010,12,16,19.0
668690,0.298,0.298,244.91,1.2,25,3,2008,2,14,0.0
1966757,0.474,0.474,245.16,2.0,9,12,2010,12,41,3.0
395549,0.186,0.186,236.71,0.8,17,9,2007,9,53,1.0
826694,0.844,0.844,241.78,3.6,7,12,2008,19,38,11.0
152186,1.776,1.776,237.64,7.4,4,1,2007,9,50,18.0
1463614,0.216,0.216,243.14,1.0,28,9,2009,2,58,2.0
743124,1.45,1.45,238.85,6.2,15,5,2008,18,48,18.0
1071858,0.29,0.29,248.555,1.2,30,12,2008,1,42,0.0
513366,0.31,0.31,239.66,1.4,12,8,2007,5,30,1.0
814241,0.248,0.248,240.91,1.2,7,4,2008,4,5,2.0
1391490,0.208,0.208,241.8,1.0,8,9,2009,0,54,1.0
641145,2.246,2.246,242.35,9.2,3,5,2008,23,9,0.0
1829234,0.22,0.22,240.28,1.0,6,9,2010,0,38,0.0
463044,0.282,0.282,243.23,1.2,11,3,2007,6,48,0.0
1446108,1.82,1.82,244.14,7.4,15,9,2009,23,12,2.0
1461413,0.446,0.446,239.59,2.2,26,9,2009,14,17,0.0
687463,1.552,1.552,244.75,6.4,4,7,2008,3,7,21.0
1344740,0.316,0.316,242.86,1.6,7,7,2009,13,44,1.0
116299,1.556,1.556,241.59,6.4,3,7,2007,11,43,18.0
1286653,0.332,0.332,233.23499999999996,1.4,28,5,2009,5,37,0.0
1869204,0.642,0.642,239.0,2.8,7,6,2010,18,48,1.0
507183,1.856,1.856,240.42,7.6,12,3,2007,22,27,18.0
381487,0.222,0.222,241.5,1.0,9,7,2007,15,31,0.0
664123,2.326,2.326,237.56,9.8,21,3,2008,22,7,19.0
115487,0.82,0.82,238.44,3.4,3,6,2007,22,11,1.0
1143581,0.404,0.404,242.18,1.6,17,2,2009,21,5,0.0
1680751,2.15,2.15,233.23499999999996,9.2,25,2,2010,21,55,17.0
1976975,0.224,0.224,244.1,1.0,19,9,2010,14,59,1.0
754663,0.298,0.298,241.21,1.4,23,5,2008,19,7,1.0
1759130,1.298,1.298,238.96,5.4,21,4,2010,8,14,18.0
2045818,0.54,0.54,240.86,2.4,11,6,2010,10,22,1.0
1689555,0.268,0.268,242.11,1.2,3,4,2010,0,39,1.0
1435669,0.136,0.136,241.53,0.6,9,8,2009,17,13,1.0
1803514,0.332,0.332,240.45,1.4,22,5,2010,3,58,1.0
1819337,0.33,0.33,242.29,1.6,6,2,2010,3,41,3.0
757108,3.347,3.347,233.23499999999996,13.9,25,5,2008,11,52,45.0
556628,0.25,0.25,241.59,1.0,1,7,2008,6,32,0.0
203072,0.382,0.382,236.08,1.8,5,6,2007,17,56,2.0
1535681,0.228,0.228,242.57,0.8,17,11,2009,4,5,0.0
150457,2.36,2.36,239.61,9.8,31,3,2007,5,1,0.0
861876,0.172,0.172,238.55,0.8,8,6,2008,6,0,1.0
1972872,1.066,1.066,239.49,4.4,16,9,2010,18,36,3.0
83354,1.49,1.49,242.29,6.2,2,12,2007,14,38,19.0
7457,0.196,0.196,238.49,0.8,21,12,2006,21,41,0.0
444968,0.756,0.756,241.67,3.4,21,10,2007,17,32,0.0
510846,1.65,1.65,236.07,7.0,12,6,2007,11,30,17.0
883474,0.152,0.152,237.2,0.8,21,8,2008,5,58,1.0
561250,1.606,1.606,237.91,6.8,1,10,2008,11,34,18.0
1475580,1.376,1.376,240.14,5.6,10,6,2009,10,24,18.0
870164,0.174,0.174,240.37,0.8,8,12,2008,0,8,1.0
1694349,0.558,0.558,247.27,2.2,3,7,2010,8,33,1.0
1077818,0.214,0.214,246.37,0.8,1,3,2009,5,2,0.0
749402,0.258,0.258,242.03,1.2,20,5,2008,3,26,1.0
2041022,2.564,2.564,247.35,10.4,11,3,2010,2,26,7.0
912268,0.246,0.246,239.55,1.0,9,10,2008,5,52,1.0
335831,0.228,0.228,234.37,1.0,8,6,2007,22,35,0.0
504867,0.208,0.208,241.96,0.8,12,2,2007,7,51,0.0
898432,1.362,1.362,239.21,5.6,31,8,2008,15,16,19.0
657488,3.347,3.347,234.96,13.9,17,3,2008,7,32,18.0
518033,1.47,1.47,238.94,6.2,12,11,2007,11,17,17.0
330388,0.42,0.42,236.27,1.8,8,3,2007,3,52,0.0
535103,0.23,0.23,246.02,1.0,23,12,2007,7,47,0.0
1834749,1.502,1.502,239.98,6.4,6,12,2010,20,33,20.0
2019545,0.972,0.972,240.33,4.2,19,10,2010,4,29,11.0
1879904,1.018,1.018,238.48,4.4,14,7,2010,5,8,13.0
1443893,1.946,1.946,240.83,8.2,14,9,2009,10,17,23.0
1417433,0.316,0.316,242.0,1.4,27,8,2009,1,17,1.0
833375,0.548,0.548,238.42,2.8,17,7,2008,10,59,1.0
2072130,1.19,1.19,235.46,5.0,24,11,2010,16,54,0.0
1572756,1.122,1.122,243.35,4.6,12,12,2009,22,0,2.0
1003958,1.874,1.874,239.83,7.8,11,12,2008,22,2,18.0
81203,0.558,0.558,241.0,3.2,2,11,2007,2,47,2.0
1463382,1.4,1.4,242.33,5.8,27,9,2009,23,6,18.0
1273454,0.31,0.31,241.39,1.2,19,5,2009,1,38,1.0
783384,0.298,0.298,241.22,1.2,6,12,2008,17,48,1.0
826786,0.398,0.398,241.31,2.2,7,12,2008,21,10,2.0
1732002,1.732,1.732,244.28,7.0,4,2,2010,12,6,19.0
1767431,0.728,0.728,241.96,3.0,27,4,2010,2,35,1.0
1326979,0.14,0.14,242.95,0.6,25,6,2009,5,43,1.0
1329587,1.488,1.488,239.67,6.2,27,6,2009,1,11,20.0
327860,1.63,1.63,233.23499999999996,7.2,8,1,2007,9,44,16.0
1416296,0.156,0.156,242.83,0.6,26,8,2009,6,20,1.0
1966666,0.31,0.31,239.11,1.4,9,12,2010,11,10,1.0
414291,1.804,1.804,239.07,7.6,30,9,2007,10,15,19.0
1827372,1.516,1.516,242.17,6.4,6,7,2010,17,36,21.0
2038489,0.264,0.264,245.75,1.0,11,1,2010,8,13,1.0
1837746,0.77,0.77,241.48,3.2,14,6,2010,22,30,1.0
1508793,0.548,0.548,240.68,2.6,29,10,2009,11,57,3.0
359467,3.347,3.347,236.52,13.9,23,8,2007,8,31,45.0
2016771,0.33,0.33,243.29,1.4,17,10,2010,6,15,1.0
144847,0.84,0.84,243.02,3.6,27,3,2007,7,31,1.0
757569,2.076,2.076,238.62,9.8,25,5,2008,19,33,12.0
1335817,1.486,1.486,243.03,6.2,7,1,2009,9,1,19.0
210540,0.946,0.946,237.83,4.0,5,11,2007,22,24,2.0
480497,1.268,1.268,238.27,5.2,15,11,2007,9,41,18.0
1014248,0.468,0.468,242.44,2.0,20,11,2008,1,32,1.0
1775907,0.4,0.4,245.7,1.8,5,2,2010,23,51,2.0
651044,3.347,3.347,233.23499999999996,13.9,3,12,2008,20,8,16.0
1892594,0.46,0.46,242.03,2.0,23,7,2010,0,38,3.0
667345,0.23,0.23,246.92,1.0,24,3,2008,3,49,0.0
1906225,0.394,0.394,237.28,2.0,8,1,2010,11,49,1.0
340608,0.102,0.102,235.17,0.4,8,10,2007,6,12,0.0
128811,0.798,0.798,241.74,3.2,16,3,2007,4,15,0.0
1070774,0.208,0.208,243.56,0.8,29,12,2008,7,38,0.0
1482926,1.824,1.824,238.94,7.6,10,11,2009,12,50,24.0
809050,1.52,1.52,239.43,6.4,30,6,2008,13,34,18.0
16996,0.23,0.23,242.34,1.0,28,12,2006,12,40,0.0
1966221,1.496,1.496,242.4,6.2,9,12,2010,3,45,20.0
101432,1.354,1.354,239.42,5.6,25,2,2007,3,56,19.0
1699415,1.27,1.27,239.7,5.2,3,10,2010,20,59,0.0
373854,0.098,0.098,242.15,0.4,9,2,2007,8,18,0.0
544715,0.424,0.424,243.09,1.8,29,12,2007,23,59,0.0
1406956,0.166,0.166,241.04,0.8,19,8,2009,18,40,1.0
932694,1.22,1.22,239.63,5.0,24,9,2008,10,18,19.0
897274,0.158,0.158,242.34,0.8,30,8,2008,19,58,1.0
2041604,0.36,0.36,244.12,1.6,11,3,2010,12,8,1.0
1813710,0.27,0.27,243.11,1.2,29,5,2010,5,54,0.0
471651,0.392,0.392,241.08,1.8,11,9,2007,6,15,2.0
1030586,1.594,1.594,239.74,6.6,12,1,2008,9,50,17.0
1353460,0.206,0.206,243.12,1.0,13,7,2009,15,4,2.0
1091959,0.266,0.266,248.34,1.2,13,1,2009,0,43,0.0
157129,1.034,1.034,240.19,4.4,4,4,2007,20,13,0.0
416945,0.382,0.382,240.95,1.8,10,2,2007,6,29,2.0
1203717,1.496,1.496,241.95,6.2,31,3,2009,15,21,19.0
260773,0.53,0.53,240.22,2.2,15,6,2007,19,37,0.0
919372,1.15,1.15,241.55,5.0,15,9,2008,4,16,12.0
1806000,1.758,1.758,238.82,7.4,23,5,2010,21,24,18.0
1302351,0.328,0.328,241.64,1.6,6,8,2009,3,15,1.0
289157,0.128,0.128,241.13,0.6,7,5,2007,12,41,0.0
716580,1.38,1.38,239.83,5.6,27,4,2008,8,24,18.0
894891,0.082,0.082,240.66,0.2,29,8,2008,4,15,1.0
1553848,2.192,2.192,240.55,9.0,29,11,2009,18,52,0.0
1243799,1.328,1.328,236.54,5.6,28,4,2009,11,23,18.0
1991005,1.644,1.644,239.88,6.8,29,9,2010,8,49,19.0
345658,0.102,0.102,235.86,0.4,13,8,2007,18,22,0.0
841524,0.186,0.186,239.33,1.0,23,7,2008,2,48,1.0
1183191,1.686,1.686,238.41,7.2,17,3,2009,9,15,19.0
682092,1.322,1.322,236.1,5.6,4,3,2008,9,36,18.0
883665,0.082,0.082,242.63,0.2,21,8,2008,9,9,1.0
682375,0.388,0.388,242.2,1.8,4,3,2008,14,19,0.0
1283701,0.292,0.292,237.96,1.2,26,5,2009,4,25,0.0
1181634,1.39,1.39,240.77,5.8,16,3,2009,7,18,18.0
1658903,2.548,2.548,242.47,10.4,2,10,2010,17,47,19.0
99419,0.236,0.236,241.68,1.0,23,2,2007,18,23,0.0
1333403,1.33,1.33,242.94,5.4,29,6,2009,16,47,19.0
1581813,1.502,1.502,248.555,6.0,19,12,2009,4,57,1.0
1435986,2.968,2.968,239.66,12.4,9,8,2009,22,30,40.0
829535,0.838,0.838,239.85,3.4,14,7,2008,18,59,0.0
450696,1.366,1.366,241.0,5.6,25,10,2007,17,0,19.0
1115291,0.294,0.294,243.17,1.2,29,1,2009,5,35,0.0
33091,1.394,1.394,243.09,5.6,1,8,2007,16,55,19.0
813956,0.332,0.332,242.2,1.6,7,3,2008,23,20,3.0
583470,1.608,1.608,242.99,6.8,25,1,2008,21,54,0.0
729257,1.486,1.486,240.72,6.2,5,6,2008,3,41,19.0
189486,0.456,0.456,236.56,2.0,27,4,2007,7,30,0.0
815481,1.048,1.048,240.66,4.6,7,5,2008,0,45,13.0
734639,3.122,3.122,239.07,13.0,5,9,2008,21,23,31.0
947814,0.254,0.254,242.28,1.0,10,4,2008,22,18,1.0
991795,0.332,0.332,238.55,1.4,11,4,2008,11,19,0.0
968369,0.262,0.262,241.28,1.0,19,10,2008,4,53,0.0
168274,0.318,0.318,240.72,1.4,4,12,2007,13,58,0.0
1334387,1.42,1.42,243.19,5.8,30,6,2009,9,11,19.0
514881,0.318,0.318,243.3,1.4,12,9,2007,6,45,2.0
1580142,0.246,0.246,247.21,1.0,18,12,2009,1,6,1.0
254218,0.176,0.176,242.69,0.8,6,11,2007,6,22,0.0
834879,0.584,0.584,239.39,2.4,18,7,2008,12,3,1.0
1624005,1.534,1.534,236.35,6.4,17,1,2010,12,9,18.0
1370938,0.346,0.346,243.21,1.8,25,7,2009,18,22,1.0
1715636,0.428,0.428,243.0,2.0,22,3,2010,3,20,0.0
2061478,2.24,2.24,243.21,9.2,17,11,2010,7,22,18.0
1273549,0.326,0.326,241.25,1.4,19,5,2009,3,13,1.0
171136,0.216,0.216,240.91,0.8,14,4,2007,13,40,0.0
369850,0.33,0.33,240.78,1.4,30,8,2007,13,34,2.0
1929003,0.67,0.67,241.8,2.8,17,8,2010,7,27,1.0
1195117,0.334,0.334,242.81,1.4,25,3,2009,16,1,0.0
402498,0.112,0.112,240.51,0.6,22,9,2007,5,42,0.0
738711,1.486,1.486,240.03,6.2,5,12,2008,17,15,20.0
1625474,1.522,1.522,248.17,6.0,18,1,2010,12,38,20.0
1549178,0.544,0.544,242.04,2.4,26,11,2009,13,2,3.0
594338,1.31,1.31,239.36,5.4,2,2,2008,11,2,18.0
182623,1.798,1.798,243.38,7.4,22,4,2007,13,7,18.0
333262,0.144,0.144,235.37,0.6,8,5,2007,3,46,0.0
1462564,0.56,0.56,241.76,2.4,27,9,2009,9,28,1.0
1598518,3.347,3.347,239.33,13.9,30,12,2009,19,22,36.0
375316,3.347,3.347,236.7,13.9,9,3,2007,8,40,45.0
1221820,0.314,0.314,241.03,1.4,13,4,2009,5,4,1.0
1642018,0.338,0.338,244.22,1.4,30,1,2010,0,22,0.0
1794150,0.414,0.414,244.45,1.8,15,5,2010,15,54,0.0
303496,0.31,0.31,241.38,1.6,15,7,2007,11,40,1.0
1210143,0.344,0.344,244.72,1.6,4,5,2009,2,27,0.0
1878174,0.36,0.36,240.49,1.8,13,7,2010,0,18,0.0
2020008,2.048,2.048,239.77,9.4,19,10,2010,12,12,18.0
1998051,0.724,0.724,241.07,3.0,10,4,2010,6,15,0.0
1441666,2.734,2.734,240.07,11.4,9,12,2009,21,10,18.0
1444813,0.344,0.344,242.85,1.6,15,9,2009,1,37,1.0
186575,0.79,0.79,237.62,3.4,25,4,2007,6,59,2.0
1626061,2.178,2.178,238.71,9.0,18,1,2010,22,25,18.0
58110,0.314,0.314,243.55,1.4,26,1,2007,1,54,0.0
616943,0.32,0.32,245.05,1.4,18,2,2008,3,47,0.0
320762,0.118,0.118,233.87,0.6,27,7,2007,11,26,0.0
578105,0.322,0.322,242.52,1.4,22,1,2008,4,29,0.0
744318,1.986,1.986,238.58,8.4,16,5,2008,14,42,27.0
459891,0.21,0.21,245.11,0.8,11,1,2007,2,15,0.0
391104,1.836,1.836,238.14,7.6,14,9,2007,7,48,17.0
359775,3.347,3.347,237.06,13.9,23,8,2007,13,39,45.0
1495724,2.354,2.354,239.2,9.8,20,10,2009,10,8,28.0
1948846,0.192,0.192,240.03,0.8,31,8,2010,2,10,1.0
1366055,0.282,0.282,239.76,1.2,22,7,2009,8,59,1.0
743515,0.37,0.37,243.81,1.8,16,5,2008,1,19,1.0
1218376,2.662,2.662,240.07,11.4,4,10,2009,19,40,32.0
391574,0.21,0.21,240.87,1.0,14,9,2007,15,38,2.0
1100674,0.242,0.242,247.72,1.0,19,1,2009,1,58,0.0
1616209,0.318,0.318,245.68,1.4,1,12,2010,2,13,1.0
1226127,0.326,0.326,240.86,1.4,16,4,2009,4,51,1.0
2013153,0.506,0.506,240.24,2.2,14,10,2010,17,57,0.0
784238,2.472,2.472,237.45,10.6,13,6,2008,8,2,21.0
1466270,0.128,0.128,243.85,0.4,29,9,2009,23,14,1.0
1489861,2.932,2.932,239.63,12.2,16,10,2009,8,25,18.0
477512,3.347,3.347,240.36,13.9,13,11,2007,7,56,20.0
1120377,2.714,2.714,240.39,11.2,2,1,2009,18,21,18.0
1797414,3.254,3.254,240.03,13.6,17,5,2010,22,18,45.0
1033108,0.27,0.27,245.04,1.2,12,3,2008,3,52,0.0
1526322,0.768,0.768,247.61,3.2,11,10,2009,16,6,3.0
62327,0.228,0.228,244.99,1.0,29,1,2007,0,11,0.0
816332,2.744,2.744,239.25,11.8,7,5,2008,14,56,25.0
1097521,1.864,1.864,240.48,7.8,16,1,2009,21,25,1.0
923671,0.236,0.236,241.08,1.0,18,9,2008,3,55,1.0
1943649,2.25,2.25,240.03,9.6,27,8,2010,11,33,29.0
1239959,0.46,0.46,238.66,2.0,25,4,2009,19,23,0.0
1270819,0.272,0.272,243.49,1.0,17,5,2009,5,43,0.0
767077,1.436,1.436,237.91,6.0,6,1,2008,10,1,19.0
1808962,0.282,0.282,241.05,1.4,25,5,2010,22,46,1.0
1133616,1.186,1.186,245.22,5.0,2,10,2009,23,0,0.0
1949494,0.67,0.67,240.33,3.6,31,8,2010,12,58,2.0
1193330,1.548,1.548,241.1,6.6,24,3,2009,10,14,18.0
574750,2.39,2.39,237.67,10.0,19,1,2008,20,34,17.0
764120,1.774,1.774,237.71,7.4,30,5,2008,8,44,17.0
425643,0.766,0.766,238.85,3.2,10,8,2007,7,27,0.0
1424457,0.918,0.918,242.71,4.0,31,8,2009,22,21,4.0
545309,1.304,1.304,242.39,5.4,30,12,2007,9,53,18.0
512453,3.347,3.347,240.25,13.9,12,7,2007,14,17,45.0
240265,0.314,0.314,235.46,1.4,6,1,2007,13,49,0.0
44708,3.098,3.098,237.26,13.0,16,1,2007,18,32,18.0
2015443,1.866,1.866,238.65,7.8,16,10,2010,8,7,19.0
1136377,2.53,2.53,238.84,10.6,2,12,2009,21,1,19.0
1966658,0.23,0.23,239.74,1.2,9,12,2010,11,2,1.0
903713,0.908,0.908,236.83,4.0,9,4,2008,7,17,3.0
516724,0.49,0.49,242.94,2.2,12,10,2007,13,28,0.0
1105108,0.272,0.272,248.39,1.2,22,1,2009,3,52,1.0
1976273,0.372,0.372,241.31,1.6,19,9,2010,3,17,2.0
182480,3.347,3.347,237.34,13.9,22,4,2007,10,44,45.0
392486,2.58,2.58,236.45,10.8,15,9,2007,6,50,18.0
1550253,0.574,0.574,239.95,2.6,27,11,2009,6,57,2.0
1900931,0.948,0.948,241.19,4.2,28,7,2010,19,35,12.0
1227914,0.316,0.316,242.03,1.4,17,4,2009,10,38,1.0
270710,0.26,0.26,242.64,1.4,22,6,2007,17,14,1.0
1110132,2.294,2.294,244.2,9.4,25,1,2009,15,36,34.0
1590185,1.434,1.434,241.94,5.8,25,12,2009,0,29,20.0
1525873,1.422,1.422,238.88,6.0,11,10,2009,8,37,19.0
1585651,2.432,2.432,242.68,10.0,21,12,2009,20,55,19.0
1604629,0.374,0.374,244.13,1.6,1,4,2010,1,13,3.0
654060,2.256,2.256,240.62,9.6,14,3,2008,22,24,27.0
842911,0.336,0.336,240.3,1.4,24,7,2008,1,55,1.0
1645582,1.436,1.436,243.93,5.8,2,1,2010,11,46,18.0
1777451,0.918,0.918,235.34,4.2,5,4,2010,1,35,9.0
725354,1.354,1.354,237.25,5.6,5,3,2008,10,38,19.0
60099,1.97,1.97,239.78,8.2,27,1,2007,11,3,18.0
189636,0.718,0.718,233.23499999999996,4.0,27,4,2007,10,0,0.0
88231,1.656,1.656,244.13,6.8,15,2,2007,23,55,19.0
1913684,0.26,0.26,240.92,1.2,8,6,2010,16,8,1.0
205330,0.314,0.314,234.73,1.6,5,8,2007,7,34,1.0
408587,2.66,2.66,238.63,11.2,26,9,2007,11,11,36.0
627337,0.214,0.214,241.28,0.8,25,2,2008,9,1,0.0
467389,0.462,0.462,240.26,2.0,11,6,2007,7,13,1.0
2003506,0.272,0.272,240.87,1.2,10,8,2010,1,10,1.0
964603,0.786,0.786,239.99,3.2,16,10,2008,14,7,1.0
1743830,0.482,0.482,244.04,2.2,4,10,2010,17,14,2.0
909720,1.272,1.272,236.76,5.4,9,8,2008,11,24,17.0
328581,0.196,0.196,234.86,1.0,8,1,2007,21,45,0.0
520845,1.382,1.382,242.24,5.6,13,12,2007,10,9,18.0
667497,0.236,0.236,248.555,1.0,24,3,2008,6,21,0.0
449476,2.95,2.95,236.15,12.4,24,10,2007,20,40,17.0
738767,1.288,1.288,239.4,5.4,5,12,2008,18,11,18.0
